id,internal_name,name,type_id,accuracy,effect_chance,pp,priority,power,move_damage_class_id,move_target_id,text,short_effect,effect,min_hits,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance,move_category_id,move_ailment_id
778,drum-beating,鼓击,12,100,100,10,0,80,2,10,"用鼓点来控制
鼓的根部进行攻击，
从而降低对手的速度。",Has a 100% chance to lower the target's Speed by one stage.,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,,,0,0,0,0,0,100,6,0
779,snap-trap,捕兽夹,12,100,100,15,0,35,2,10,"使用捕兽夹，
在４～５回合内，
夹住对手进行攻击。",Prevents the target from fleeing and inflicts damage for 2-5 turns.,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",,6,0,0,0,100,0,0,4,8
780,pyro-ball,火焰球,10,90,10,5,0,120,2,10,"点燃小石子，形成火球攻击对手。
有时会使对手陷入灼伤状态。",Has a 10% chance to burn the target.,Inflicts regular damage.  Has a 10% chance to burn the target.,,,0,0,0,10,0,0,4,4
781,behemoth-blade,巨兽斩,9,100,,5,0,100,2,10,"变身为巨大的剑，挥斩对手。
如果对手正处于极巨化状态，
则造成的伤害会变为２倍。",,,,,0,0,0,0,0,0,0,0
782,behemoth-bash,巨兽弹,9,100,,5,0,100,2,10,"变身为巨大的盾，撞击对手。
如果对手正处于极巨化状态，
则造成的伤害会变为２倍。",,,,,0,0,0,0,0,0,0,0
783,aura-wheel,气场轮,13,100,100,10,0,110,2,10,"用储存在颊囊里的能量
进行攻击，并提高自己的速度。
其属性会随着莫鲁贝可的样子而改变。",,,,,0,0,0,0,0,100,7,0
784,breaking-swipe,广域破坏,16,100,100,15,0,60,2,11,"用坚韧的尾巴
猛扫对手进行攻击，
从而降低对手的攻击。",Lowers the target's Attack by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target's Attack by one stage.,,,0,0,0,0,0,100,6,0
785,branch-poke,木枝突刺,12,100,,40,0,40,2,10,"使用尖锐的树枝
刺向对手进行攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
786,overdrive,破音,13,100,,10,0,80,3,11,"奏响吉他和贝斯，释放出
发出巨响的剧烈震动
攻击对手。",,,,,0,0,0,0,0,0,0,0
787,apple-acid,苹果酸,12,100,100,10,0,80,3,10,"使用从酸苹果中提取出来的
酸性液体进行攻击。
降低对手的特防。",,,,,0,0,0,0,0,100,6,0
788,grav-apple,万有引力,12,100,100,10,0,80,2,10,"从高处落下苹果，
给予对手伤害。
可降低对手的防御。",Lowers the target's Defense by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target's Defense by one stage.,,,0,0,0,0,0,100,6,0
789,spirit-break,灵魂冲击,18,100,100,15,0,75,2,10,"用足以让对手一蹶不振的
气势进行攻击。
会降低对手的特攻。",Has a 100% chance to lower the target's Special Attack by one stage.,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,,,0,0,0,0,0,100,6,0
790,strange-steam,神奇蒸汽,18,95,20,10,0,90,3,10,"喷出烟雾攻击对手。
有时会使对手混乱。",Has a 20% chance to confuse the target.,Inflicts regular damage.  Has a 20% chance to confuse the target.,,5,0,0,0,20,0,0,4,6
791,life-dew,生命水滴,11,,,10,0,,1,13,"喷洒出神奇的水，
回复自己和场上同伴的ＨＰ。",,,,,0,25,0,0,0,0,3,0
792,obstruct,拦堵,17,100,,10,4,,1,7,"完全抵挡对手的攻击。
连续使出则容易失败。
一旦触碰，防御就会大幅降低。",,,,,0,0,0,0,0,0,13,0
793,false-surrender,假跪真撞,17,,,10,0,80,2,10,"装作低头认错的样子，
用凌乱的头发进行突刺。
攻击必定会命中。",Never misses.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,,,0,0,0,0,0,0,0,0
794,meteor-assault,流星突击,2,100,,5,0,150,2,10,"大力挥舞粗壮的茎进行攻击。
但同时自己也会被晃晕，
下一回合自己将无法动弹。",User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,,0,0,0,0,0,0,0,0
795,eternabeam,无极光束,16,90,,5,0,160,3,10,"无极汰那变回原来的样子后，
发动的最强攻击。
下一回合自己将无法动弹。",User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,,0,0,0,0,0,0,0,0
796,steel-beam,铁蹄光线,9,95,,5,0,140,3,10,"将从全身聚集的钢铁
化为光束，激烈地发射出去。
自己也会受到伤害。","Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.","Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",,,0,0,0,0,0,0,0,0
797,expanding-force,广域战力,14,100,,10,0,80,3,10,"利用精神力量攻击对手。
在精神场地上威力会有所提高，
能对所有对手造成伤害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
798,steel-roller,铁滚轮,9,100,,5,0,130,2,10,"在破坏场地的同时攻击对手。
如果脚下没有任何场地状态存在，
使出此招式时便会失败。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
799,scale-shot,鳞射,16,90,,20,0,25,2,10,"发射鳞片进行攻击。
连续攻击２～５次。
速度会提高但防御会降低。",Boosts the user's Speed and lowers their Defense by one stage after inflicting damage two to five times in a row.,"Inflicts regular damage two to five times in a row, raising the user's Speed and lowering the user's Defense by one stage each upon last hit.",2,,0,0,0,0,0,0,0,0
855,lumina-crash,琉光冲激,14,100,,10,0,80,3,10,The user attacks by unleashing a peculiar light that even affects the mind. This also harshly lowers the target's Sp. Def stat.,,,,,,,,,,,,
800,meteor-beam,流星光束,6,90,100,10,0,120,3,10,"第１回合聚集宇宙之力提高特攻，
第２回合攻击对手。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,100,0,0,0,0
801,shell-side-arm,臂贝武器,4,100,20,10,0,90,3,10,"从物理攻击和特殊攻击中选择
可造成较多伤害的方式进行攻击。
有时会让对手陷入中毒状态。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,20,0,0,4,5
802,misty-explosion,薄雾炸裂,18,100,,5,0,100,3,9,"对自己周围的所有宝可梦进行攻击，
但使出后，自己会陷入濒死。
在薄雾场地上，招式威力会提高。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
803,grassy-glide,青草滑梯,12,100,,20,0,55,2,10,"仿佛在地面上滑行般地攻击对手。
在青草场地上，
必定能够先制攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
804,rising-voltage,电力上升,13,100,,20,0,70,3,10,"用从地面升腾而起的电击进行攻击。
当对手处于电气场地上时，
招式威力会变成２倍。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
805,terrain-pulse,大地波动,1,100,,10,0,50,3,10,"借助场地的力量进行攻击。
视使出招式时场地状态不同，
招式的属性和威力会有所变化。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
806,skitter-smack,爬击,7,90,100,10,0,70,2,10,"从对手背后爬近后进行攻击。
会降低对手的特攻。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,100,6,0
807,burning-jealousy,妒火,10,100,100,5,0,70,3,11,"用嫉妒的能量攻击对手。
会让在该回合内能力有所提高的
宝可梦陷入灼伤状态。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,100,0,0,4,4
808,lash-out,泄愤,17,100,,5,0,75,2,10,"攻击对手以发泄对其感到的恼怒情绪。
如果在该回合内自身能力遭到降低，
招式的威力会变成２倍。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
809,poltergeist,灵骚,8,90,,5,0,110,2,10,"操纵对手的持有物进行攻击。
当对手没有携带道具时，
使出此招式时便会失败。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
810,corrosive-gas,腐蚀气体,4,100,,40,0,,1,9,"用具有强酸性的气体
包裹住自己周围所有的宝可梦，
并融化其所携带的道具。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,13,0
811,coaching,指导,2,,100,10,0,,1,13,"通过进行正确合理的指导，
提高我方全员的攻击和防御。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,100,2,0
812,flip-turn,快速折返,11,100,,20,0,60,2,10,"在攻击之后急速返回，
和后备宝可梦进行替换。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
813,triple-axel,三旋击,15,90,,10,0,20,2,10,"连续３次踢对手进行攻击。
每踢中一次，威力就会提高。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,3,,0,0,0,0,0,0,0,0
814,dual-wingbeat,双翼,3,90,,10,0,40,2,10,"将翅膀撞向对手进行攻击。
连续２次给予伤害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,2,,0,0,0,0,0,0,0,0
815,scorching-sands,热沙大地,5,100,30,10,0,70,3,10,"将滚烫的沙子砸向对手进行攻击。
有时会让对手陷入灼伤状态。",Has a 30% chance to burn the target.,Inflicts regular damage.  Has a 30% chance to burn the target.,,,0,0,0,30,0,0,4,4
816,jungle-healing,丛林治疗,12,,,10,0,,1,13,"与丛林融为一体，
回复自己和场上同伴的ＨＰ和状态。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,25,0,0,0,0,13,0
817,wicked-blow,暗冥强击,17,100,,5,0,75,2,10,"将恶之流派修炼至大成的
猛烈一击。
必定会击中要害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,6,0,0,0,0,0
818,surging-strikes,水流连打,11,100,,5,0,25,2,10,"将水之流派修炼至大成的
仿若行云流水般的３次连击。
必定会击中要害。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,3,,0,0,6,0,0,0,0,0
819,thunder-cage,雷电囚笼,13,90,100,15,0,80,3,10,"将对手困在
电流四溅的囚笼中，
在４～５回合内进行攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,6,0,0,0,100,0,0,4,8
820,dragon-energy,巨龙威能,16,100,,5,0,150,3,11,"把生命力转换为力量攻击对手。
自己的ＨＰ越少，招式的威力越小。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
821,freezing-glare,冰冷视线,14,100,10,10,0,90,3,10,"从双眼发射精神力量进行攻击。
有时会让对手陷入冰冻状态。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,10,0,0,4,3
822,fiery-wrath,怒火中烧,17,100,20,10,0,90,3,11,"将愤怒转化为火焰般的气场进行攻击。
有时会使对手畏缩。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,20,0,0,0
823,thunderous-kick,雷鸣蹴击,2,100,100,10,0,90,2,10,"以雷电般的动作
戏耍对手的同时使出脚踢。
可降低对手的防御。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,100,6,0
824,glacial-lance,雪矛,15,100,,5,0,120,2,11,"向对手投掷
掀起暴风雪的冰矛进行攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
825,astral-barrage,星碎,8,100,,5,0,120,3,11,"用大量的小灵体向
对手发起攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
826,eerie-spell,诡异咒语,14,100,,5,0,80,3,10,"用强大的精神力量攻击。
让对手最后使用的招式
减少３ＰＰ。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
827,dire-claw,克命爪,4,100,,15,0,80,2,10,"The user lashes out at the target with ruinous claws, aiming to land a critical hit. This may also leave the target poisoned, paralyzed, or drowsy.",,,,,,,,,,,,
828,psyshield-bash,屏障猛攻,14,90,,10,0,70,2,10,"Cloaking itself in psychic energy, the user slams into the target. This may also raise the user’s defensive stats.",,,,,,,,,,,,
829,power-shift,力量转换,1,,,10,0,0,1,7,,,,,,,,,,,,,
830,stone-axe,岩斧,6,90,,15,0,65,2,10,"The user swings its stone axes at the target, aiming to land a critical hit. Stone splinters left behind by this attack continue to damage the target for several turns.",,,,,,,,,,,,
831,springtide-storm,阳春风暴,18,80,,5,0,100,3,11,The user attacks by wrapping the target in fierce winds brimming with love and hate. This move’s additional effects depend on the user’s form.,,,,,,,,,,,,
832,mystical-power,神秘之力,14,90,,10,0,70,3,10,"The user strengthens itself with a mysterious power. If it excels in offense, its offensive stats are raised. If it excels in defense, its defensive stats are raised.",,,,,,,,,,,,
833,raging-fury,大愤慨,10,100,,10,0,120,2,8,"The user rampages and spews vicious flames to inflict damage on the target, then becomes fixated on using this move.",,,,,,,,,,,,
834,wave-crash,波动冲,11,100,,10,0,120,2,10,The user shrouds itself in water and slams into the target with its whole body to inflict damage. This also damages the user and raises the user’s action speed.,,,,,,,,,,,,
835,chloroblast,叶绿爆震,12,95,,5,0,150,3,10,The user launches its amassed chlorophyll to inflict damage on the target. This also damages the user and lowers the user's action speed.,,,,,,,,,,,,
836,mountain-gale,冰山风,15,85,,10,0,100,2,10,The user hurls giant chunks of ice at the target to inflict damage.,,,,,,,,,,,,
837,victory-dance,胜利之舞,2,,,10,0,0,1,7,The user performs a dance to usher in victory. This raises the user’s offensive and defensive stats and increases the damage dealt by the user’s moves by 50 percent.,,,,,,,,,,,,
838,headlong-rush,突飞猛扑,5,100,,5,0,120,2,10,The user smashes into the target in a full-body tackle. This also lowers the user’s defensive stats.,,,,,,,,,,,,
